filename,RF-distance
uce-1005,0.02076070173050891
uce-1021,0.027717808355424485
uce-1026,0.057710295983534485
uce-1036,0.014714141651181506
uce-1047,0.018264476700814505
uce-1085,0.0233512011432307
uce-1093,0.015574649861150322
uce-1098,0.02586827143169766
uce-1100,0.023495054468538078
uce-1102,0.0034766407407967772
uce-1107,0.023899618146435073
uce-1120,0.03688107762694219
uce-1128,0.01415658827238647
uce-1136,0.022167581854415034
uce-114,0.004748972610969589
uce-1169,0.027805382828601927
uce-1191,0.01589241238240788
uce-1203,0.004848459584433625
uce-1209,0.015634115479746632
uce-1210,0.021012891716359536
uce-1216,0.023286502511495936
uce-1217,0.02674224614362695
uce-1230,0.008142643089157778
uce-1232,0.007731493317847158
uce-1239,0.030063097082570274
uce-1242,0.013775451925464421
uce-1245,0.00493707154436717
uce-1255,0.016695137293652497
uce-1257,0.014119698719355
uce-1260,0.01019928428532059
uce-1263,0.01923819677113972
uce-127,0.0147220572470022
uce-1271,0.048676412908397304
uce-1278,0.02386257855393215
uce-128,0.03675932201813554
uce-1285,0.025296478603186505
uce-1304,0.012767853832000737
uce-1305,0.013499321943080057
uce-1311,0.0151648767876015
uce-1313,0.018625222039318316
uce-1314,0.05584634990216631
uce-1319,0.02425433855670429
uce-1346,0.00939660134716812
uce-1359,0.016736155142974368
uce-1366,0.03814680702893191
uce-1381,0.028563145114227386
uce-1405,0.018613253298730672
uce-1420,0.007714873288285558
uce-1430,0.032173430029432994
uce-1446,0.026440402844365055
uce-1458,0.021957511293209345
uce-146,0.02718409695905297
uce-1463,0.037297994336107754
uce-1480,0.013910388061695693
uce-1485,0.005580997312050327
uce-1492,0.01145440317406225
uce-1514,0.021127389390567124
uce-1520,0.03949979114967826
uce-1533,0.0408202156392201
uce-1538,0.02628843004872193
uce-1544,0.024245778163529096
uce-1550,0.016239091501553202
uce-1556,0.021131986096084243
uce-1560,0.013285530009744313
uce-1564,0.019789033371606726
uce-1572,0.024767679270016333
uce-1582,0.01572569292119977
uce-1591,0.01611124989183692
uce-16,0.019424098932424066
uce-1600,0.015219223196745006
uce-1616,0.018515040813147525
uce-1622,0.028835261574426924
uce-1630,0.023465025977837478
uce-1639,0.03459706314257719
uce-1644,0.017461555466367667
uce-1650,0.024997316538895645
uce-1662,0.02597763408436549
uce-1677,0.018724465018222943
uce-1693,0.01717270208006889
uce-1695,0.042611109116237965
uce-172,0.025135326025144497
uce-1736,0.04203837299529265
uce-1741,0.01466466668885371
uce-1752,0.0350354321629935
uce-1754,0.030404556240125
uce-1768,0.001823689946235836
uce-1787,0.028629351557152724
uce-1794,0.006363346794806118
uce-18,0.019423802760539115
uce-1800,0.01801742220317081
uce-1808,0.011522263517791361
uce-1809,0.011368274477150995
uce-1823,0.021347796906670456
uce-1825,0.016424202907386765
uce-1830,0.015418935378463398
uce-1834,0.034015937086258705
uce-1842,0.026671920100353016
uce-1849,0.010829914331012828
uce-1860,0.003721072493747501
uce-1867,0.039268802080315725
uce-1868,0.02168870227774957
uce-1893,0.025812792915027923
uce-1910,0.011206850428615158
uce-1914,0.029123220837261456
uce-1915,0.03787719602987656
uce-1929,0.023466210212882376
uce-1933,0.030969973463649214
uce-1960,0.023295176279434775
uce-1965,0.0200889923682381
uce-1976,0.008888516874530282
uce-198,0.022073097048390472
uce-1988,0.002054713668176596
uce-1995,0.0076158740396124166
uce-200,0.022992073108553803
uce-2009,0.008347692040010906
uce-2010,0.020383887977548212
uce-2013,0.021341320316090623
uce-2030,0.007759345047170877
uce-2048,0.019242447010346424
uce-2051,0.029078736575461332
uce-2060,0.04303156381002339
uce-2063,0.01966728925578622
uce-2069,0.019136005624492684
uce-2077,0.0336478982336105
uce-2080,0.017800677162921136
uce-2082,0.012009616823773401
uce-2089,0.027584771997539975
uce-2090,0.010874110803989765
uce-2114,0.012663337610207928
uce-2120,0.018057042598992497
uce-215,0.011397635365591092
uce-2183,0.009122749696878133
uce-2187,0.03936083949357963
uce-2206,0.013708511860691336
uce-2208,0.05735808931652547
uce-2233,0.02069163536946996
uce-2247,0.016343298300946912
uce-2261,0.04465429428167344
uce-227,0.02235998304689479
uce-2279,0.0240380890482912
uce-2283,0.016117583023671098
uce-2299,0.03468914314505008
uce-2302,0.02468993443201194
uce-2319,0.037915068557114844
uce-2328,0.022800556086068024
uce-233,0.03811106299667146
uce-2346,0.022331910255046824
uce-2348,0.03601709630180106
uce-2357,0.023401399532958382
uce-2358,0.028347886393285126
uce-2369,0.023214081424060545
uce-2389,0.012825592422626472
uce-239,0.007919421396087478
uce-2396,0.023289296379627913
uce-2415,0.028091047902813197
uce-2416,0.037942110816021474
uce-2422,0.026599992393675533
uce-2435,0.024359711206189922
uce-2454,0.0624375295345898
uce-2459,0.040119536879352054
uce-246,0.02709109173021224
uce-2462,0.029104714234021938
uce-2465,0.03501331330044868
uce-2487,0.03127847479524498
uce-2491,0.023261548500279457
uce-2512,0.03655410720200454
uce-2516,0.017067118511947275
uce-2518,0.01298890587297901
uce-2540,0.032521808177134
uce-2541,0.062764389180315
uce-2563,0.02417449292764825
uce-2566,0.04144820558636904
uce-2569,0.024212818795343555
uce-2574,0.029680333852860348
uce-2578,0.02176199606206782
uce-2585,0.011682913718485202
uce-2598,0.020701413738831838
uce-2611,0.018770816835586034
uce-2616,0.0069631226440913805
uce-2618,0.034265476396869776
uce-2619,0.008483471240554541
uce-2639,0.016828010759245098
uce-266,0.02357928839965989
uce-2671,0.050298378739066424
uce-2682,0.04049941221090137
uce-2694,0.023423555605379908
uce-2700,0.03408288619456363
uce-2713,0.024762596839037285
uce-2732,0.008384718313999798
uce-2733,0.030145020446241823
uce-274,0.016899370184607968
uce-2755,0.02800167713309185
uce-277,0.04264539491220818
uce-2772,0.010131412623800169
uce-2785,0.01916959707472684
uce-2790,0.017222357640108907
uce-2797,0.014696664276483007
uce-2800,0.030210986167113357
uce-2809,0.036079312246503764
uce-2817,0.04278577644564503
uce-2823,0.012883981913621853
uce-2831,0.013403811466389526
uce-2834,0.018628608569022993
uce-2835,0.03888989355125677
uce-2841,0.020180754359520083
uce-2848,0.017015028444525605
uce-2851,0.03227166757876138
uce-2853,0.022523051269405306
uce-2865,0.020618504909602334
uce-29,0.042693013831914664
uce-2911,0.03032860064578819
uce-2920,0.03499723758183504
uce-2930,0.03378584842329177
uce-2941,0.0159503634526185
uce-2952,0.017701094251482904
uce-2959,0.05620943251253503
uce-2963,0.03244578087422486
uce-2971,0.0385911399181683
uce-300,0.01706802001938355
uce-301,0.010608486970978988
uce-3050,0.029543690222833135
uce-3059,0.024857352361953716
uce-3072,0.008590634378193853
uce-3082,0.02172038618197095
uce-3089,0.037683573684506914
uce-3099,0.03273463581859485
uce-3104,0.03034296555111658
uce-3105,0.04945541879562576
uce-3135,0.029329665116961785
uce-3141,0.03042743351264235
uce-315,0.02945584602685509
uce-3157,0.029984986636608528
uce-3166,0.022512069817890328
uce-3180,0.020304810183800866
uce-3188,0.015825048581620885
uce-3196,0.03203247753696182
uce-3198,0.022763840675397853
uce-3211,0.020603584545489047
uce-3215,0.022937342982585998
uce-3237,0.01999474508480477
uce-325,0.020327305156507488
uce-3250,0.02472609588483893
uce-3262,0.018889142523634453
uce-3279,0.023775550734121458
uce-3291,0.025790102941856467
uce-3302,0.004998264005473589
uce-3310,0.013727334769228444
uce-3312,0.007380008677275335
uce-3318,0.0071624307618768646
uce-3320,0.023031733995343473
uce-3322,0.03260558953070965
uce-3338,0.01774767663255337
uce-334,0.016122209216023062
uce-3340,0.025358989051264557
uce-3348,0.036718649908318045
uce-337,0.019007789246487414
uce-3381,0.033175542891605146
uce-34,0.017468492361362522
uce-3406,0.038020445206085586
uce-3412,0.07866264573255723
uce-3445,0.021410243223282492
uce-345,0.011253605988783366
uce-347,0.013842050944416687
uce-3470,0.04232217427974204
uce-3482,0.008747637554657786
uce-3490,0.030333090042975713
uce-3492,0.038765282960373466
uce-350,0.016067907216947164
uce-3509,0.055932518145128333
uce-3526,0.024781566275617683
uce-3528,0.046536501027788967
uce-353,0.018877807168044047
uce-3530,0.025712817355096413
uce-3541,0.026492182794016
uce-3548,0.028718455897324694
uce-355,5.40000270015709e-05
uce-3554,0.031146541560701506
uce-3569,0.03879448767447748
uce-3582,0.024810715891666384
uce-3609,0.031383810616631626
uce-3614,0.004828817743290485
uce-3625,0.011158916726726514
uce-3627,0.026310373596943132
uce-3633,0.0145846704698818
uce-3652,0.04450230684093704
uce-3659,0.046308646933581867
uce-3670,0.027855235779943716
uce-3671,0.016450831578788523
uce-3676,0.04216648013208667
uce-3678,0.1247263300162124
uce-3680,0.031114386326415305
uce-3687,0.026051646497683184
uce-3689,0.017343997273048025
uce-3703,0.02236432013957167
uce-3716,0.023128043891992495
uce-3722,0.016806443937819618
uce-3736,0.0037047449849871013
uce-3742,0.039357734619875885
uce-3743,0.0246717105309661
uce-3744,0.0344771343807114
uce-3746,0.03536531575910357
uce-3752,0.021316353554581568
uce-3767,0.031308279184227863
uce-3777,0.05313496794134441
uce-3797,0.02262529490660919
uce-3812,0.049610024143935276
uce-3821,0.028822767136472742
uce-3824,0.03103481849319474
uce-3828,0.0729064214273443
uce-3830,0.01799720828605534
uce-3835,0.03422828065004005
uce-385,0.019705753046326244
uce-3863,0.01061615170722199
uce-3869,0.019011376914284613
uce-3879,0.016145586985410482
uce-3884,0.03939368125145706
uce-3900,0.031078392090725666
uce-3907,0.01253345853168895
uce-3913,0.0537509302770016
uce-3917,0.01507483724532506
uce-3921,0.016296071710290665
uce-3931,0.03485802374256605
uce-394,0.0294199482470776
uce-3942,0.026009407648931768
uce-3958,0.023046445354369657
uce-3973,0.034113782354586286
uce-4007,0.038562507613153066
uce-401,0.04080716924903199
uce-4014,0.03075265504437934
uce-4036,0.02536992732674163
uce-4039,0.01753026310408889
uce-4044,0.04163381037360727
uce-4051,0.02400427061643151
uce-4066,0.05270646866512223
uce-4076,0.027306443173300124
uce-408,0.0344334787235153
uce-4097,0.028218515104323327
uce-41,0.015679776351415764
uce-4107,0.018898349390899804
uce-4114,0.03951059230284316
uce-4138,0.02071214615707449
uce-4140,0.04970385354746402
uce-4146,0.028939684841647748
uce-415,0.013816208094856234
uce-4154,0.03680125831616086
uce-4160,0.007356570263720572
uce-4173,0.03625667281288969
uce-4175,0.034990817438168564
uce-4183,0.029703952073022528
uce-4199,0.018599212953184598
uce-4205,0.02475855185706259
uce-4208,0.012707578667186659
uce-4249,0.020202072513584034
uce-4250,0.02128766980174271
uce-4259,0.017575652861807047
uce-4293,0.01251751814142086
uce-4304,0.03505113879482671
uce-4330,0.038220791879772543
uce-4335,0.015816735695201412
uce-4336,0.03128680736699961
uce-4349,0.0318146084506175
uce-4360,0.037083700326806746
uce-4361,0.0069421613598291175
uce-4377,0.014437704646617302
uce-438,0.02063933519607113
uce-4384,0.017522223198189524
uce-4395,0.027548870324952335
uce-4416,0.01927853755674685
uce-442,0.023456712714059306
uce-4437,0.01652918673417592
uce-4456,0.031628375360557744
uce-4457,0.008027014219408067
uce-4458,0.03622102030335128
uce-4477,0.03836504908399044
uce-4509,0.0541542960208008
uce-4518,0.018277664774719416
uce-4524,0.01677202747664971
uce-4525,0.007604298883638924
uce-4528,0.020356568839269465
uce-4531,0.008231120784891261
uce-4535,0.03923558832350463
uce-4550,0.02609579285010839
uce-4560,0.030609362090768838
uce-4562,0.03416892254738011
uce-4566,0.034792249003144385
uce-4573,0.05669935353202515
uce-4591,0.012428147942771205
uce-464,0.03876079962576097
uce-4646,0.04089816969690527
uce-4650,0.015780325661127793
uce-4673,0.03344627982530299
uce-4679,0.034743092031215145
uce-4681,0.03844230855153007
uce-4688,0.02660623880231058
uce-469,0.008888527443982315
uce-47,0.019816263817033934
uce-4739,0.023551986536752847
uce-4750,0.01048068280520187
uce-4782,0.005411052315163822
uce-4788,0.01732929034424669
uce-4792,0.020534447999202877
uce-4818,0.011857658563372888
uce-4819,0.031308381182240656
uce-4832,0.026278086202879247
uce-4837,0.008693285742023915
uce-4843,0.033707557617665015
uce-4850,0.008762530918364885
uce-4865,0.027866047979506398
uce-4882,0.021422997365392174
uce-4883,0.02036448602494532
uce-4884,0.04196968893674101
uce-4885,0.019354384106685742
uce-4895,0.014030321682548723
uce-491,0.011907281339987447
uce-4915,0.03577022767278839
uce-4919,0.03169419308817803
uce-494,0.029198986634806485
uce-4964,0.015530486348926871
uce-4968,0.02425634702067556
uce-4969,0.02080271736335505
uce-4975,0.022409252509156062
uce-4992,0.023898607285208713
uce-4999,0.05172490110382259
uce-5013,0.03615111673924779
uce-5017,0.04031668894638124
uce-5037,0.028102861202466786
uce-5065,0.07437997088805111
uce-5068,0.032007483806818615
uce-5077,0.007406331940247556
uce-5080,0.03541496997204282
uce-5106,0.003615630162275951
uce-5129,0.020796436106494894
uce-5133,0.03457067067282203
uce-5136,0.02420312675980729
uce-5155,0.03328979594849435
uce-5167,0.02407413401975957
uce-5174,0.04994333450880304
uce-5179,0.020390818777512143
uce-518,0.008566855254504693
uce-5190,0.021686231238909767
uce-5244,0.023688030236011643
uce-5251,0.014139452610672402
uce-5260,0.012899886783365103
uce-5261,0.015750651214766407
uce-5268,0.022500925892215827
uce-5273,0.040996780440572894
uce-5286,0.022895442465930664
uce-5288,0.039787218384708695
uce-5289,0.035379896949723606
uce-5290,0.01687370096928898
uce-5292,0.022203794881120023
uce-5296,0.013321620174610574
uce-5319,0.053440811459051364
uce-533,0.010605043488309847
uce-5334,0.025780101676752983
uce-534,0.0201178208102369
uce-5344,0.015205173449365124
uce-535,0.016521972790764484
uce-5377,0.00394060923884342
uce-5379,0.0271202242103372
uce-5382,0.027643324321074747
uce-5394,0.028658330696195125
uce-5397,0.022371609117851216
uce-5402,0.014833217244985812
uce-541,0.008586861453817317
uce-5416,0.01487993705530609
uce-5426,0.09300191856212081
uce-5427,0.048256380007586995
uce-5429,0.010942798426185578
uce-5438,0.04259339702197589
uce-5445,0.030637801211284538
uce-5457,0.03341681372185198
uce-5477,0.02931174307361428
uce-5478,0.026355472843512886
uce-548,0.01511164354766338
uce-5512,0.021096102088179084
uce-5530,0.025586121804799578
uce-5531,0.035349502804093165
uce-5554,0.00838725854364065
uce-5557,0.05039965612437131
uce-5560,0.03158531009209781
uce-5564,0.043997554394409354
uce-5570,0.06378924758292344
uce-5593,0.02274469519803997
uce-5597,0.01808689027240168
uce-560,0.08541473942358956
uce-5606,0.00695207400976027
uce-5647,0.024387472950872305
uce-5649,0.03263304732063435
uce-5657,0.06743276890614172
uce-5661,0.025266851336275615
uce-5679,0.007295820504206652
uce-5682,0.0257369468260818
uce-5688,0.025703275115027166
uce-5700,0.028989150490135177
uce-5701,0.0324151543162751
uce-5704,0.02332198920866609
uce-5709,0.017556843635825884
uce-5722,0.037097158838886174
uce-5733,0.016685729892402284
uce-5734,0.03354636527264104
uce-5739,0.04762080598447726
uce-5781,0.047313620518514905
uce-5804,0.034336708057373475
uce-5806,0.03861905376650298
uce-5827,0.06841605423088667
uce-5842,0.027674073179314286
uce-587,0.017296228652686985
uce-5888,0.0328164691143194
uce-5889,0.022622643660441297
uce-5895,0.008828029098522667
uce-5899,0.016583291058959476
uce-5906,0.01874927919860857
uce-5916,0.023560760625337754
uce-5919,0.014804799735369514
uce-5932,0.01062208269490251
uce-596,0.01190334709139446
uce-5961,0.01825580593444285
uce-5964,0.025767076854104256
uce-5966,0.02689608280030609
uce-5968,0.007276969882513541
uce-5973,0.03058067555404219
uce-5995,0.026970730530615633
uce-6010,0.025138957902680673
uce-6013,0.03362718179153122
uce-6019,0.031755022920198404
uce-6049,0.04046614467868964
uce-6070,0.009412738965337177
uce-6076,0.03308854082987102
uce-6081,0.03577260552555581
uce-6082,0.02038940734680926
uce-6083,0.03137231480748866
uce-6098,0.021270592305551967
uce-6101,0.024562772220249607
uce-6113,0.020033492787953834
uce-6136,0.007728019518258386
uce-6143,0.049485158583245606
uce-6179,0.019587090335455942
uce-6185,0.031839053144075515
uce-6187,0.021708651106460766
uce-6189,0.028627749200498053
uce-6195,0.020461238977020093
uce-6198,0.08750502073968157
uce-62,0.014486504542920702
uce-6200,0.022833142099972375
uce-6204,0.022599428023535963
uce-6206,0.0508003457218151
uce-6208,0.025450044350784334
uce-6209,0.050878151220860354
uce-6221,0.02092089552588453
uce-6273,0.017417341081633
uce-6291,0.03096088475588792
uce-6298,0.00590154097772698
uce-6314,0.03614881419617384
uce-6316,0.025881044188361808
uce-6344,0.03720988851573919
uce-6351,0.025305389787743014
uce-6355,0.01337458777378302
uce-6371,0.03550747314243073
uce-6383,0.022994434979794885
uce-6406,0.0205057082762957
uce-6424,0.017223262779281337
uce-6433,0.04060348786439566
uce-6440,0.022188085509583143
uce-6447,0.035809046234038376
uce-6448,0.0380279298897909
uce-6462,0.02155488255076036
uce-6473,0.02058850835615013
uce-6479,0.0357917254420233
uce-6484,0.026294742972335843
uce-6497,0.024922848251353786
uce-6530,0.017286978879018238
uce-6534,0.024555650901293163
uce-6535,0.028548134060979752
uce-6546,0.03103826043004121
uce-6604,0.02222907660240702
uce-6608,0.009433251011470287
uce-6621,0.026159999341033233
uce-6633,0.034065168018481126
uce-6649,0.023056328673113448
uce-6669,0.020763116098952105
uce-667,0.01744373207109449
uce-67,0.025818422882226008
uce-6703,0.03453069240174325
uce-6706,0.027521421275362553
uce-6719,0.027643069390975612
uce-6721,0.035566166535331636
uce-6723,0.011963474139814387
uce-6730,0.01838516559957805
uce-6734,0.007199644038460852
uce-6758,0.03619754404186309
uce-6764,0.025291296328035538
uce-6770,0.04042367196510537
uce-6779,0.039476535473090206
uce-6782,0.0235413293581511
uce-6787,0.022683891400138843
uce-6796,0.032811131633255865
uce-6802,0.02504648047200239
uce-6807,0.023942732182112743
uce-6824,0.02285275942366859
uce-6843,0.019706922302146032
uce-685,0.012658863609396175
uce-6859,0.017730042689511328
uce-6874,0.030822971166317905
uce-6892,0.029353788514932606
uce-6896,0.014289866674199781
uce-6898,0.012471584322995328
uce-6932,0.029579055995561307
uce-6946,0.04006933053957937
uce-6953,0.021592527604299524
uce-6964,0.039782408104811456
uce-697,0.024509196783250312
uce-6973,0.04288529177103785
uce-6990,0.012584942776280741
uce-6995,0.02637568029757175
uce-70,0.009558302690012623
uce-7004,0.02453248671151018
uce-7010,0.03859840837216752
uce-7032,0.022895735425173265
uce-7069,0.033356014787834745
uce-7071,0.05785205509463865
uce-7073,0.022454995971565556
uce-7133,0.030856251075471564
uce-7141,0.01818039633009387
uce-7145,0.02101859660267595
uce-7171,0.011425379599983075
uce-7175,0.056093882572649446
uce-720,0.04502323319733243
uce-7200,0.013606926676384542
uce-7202,0.03292232086851211
uce-7211,0.04219854738669714
uce-7215,0.026397298098397762
uce-7216,0.02390954396378294
uce-7218,0.03468873400409521
uce-7223,0.014565130665473389
uce-7224,0.01830487719650544
uce-724,0.022625374072543763
uce-725,0.010296849284017058
uce-727,0.02031424287538985
uce-7276,0.032945963200629966
uce-7277,0.022382676663813307
uce-7287,0.014277517032032483
uce-7318,0.009142830994388297
uce-7344,0.02372999266857301
uce-7353,0.03144296227988139
uce-7354,0.03322494402960932
uce-7358,0.04196895369252064
uce-736,0.03138717513230754
uce-7361,0.024315974793732105
uce-7370,0.019831962889739218
uce-7372,0.036893811415412404
uce-7376,0.03144191946604533
uce-7393,0.016066750970832572
uce-7410,0.06711537924258254
uce-7423,0.027412641309828418
uce-7425,0.036542075773509305
uce-7428,0.02138342225217341
uce-7457,0.02615499225517324
uce-747,0.03760425008251613
uce-7482,0.06984567258244463
uce-7495,0.009538615353273145
uce-7503,0.02422957021490847
uce-7505,0.03609127843030339
uce-7515,0.02409510326992035
uce-7518,0.02248851505014591
uce-7520,0.019488209081154218
uce-754,0.00884069585102236
uce-7540,0.06452331267043351
uce-7552,0.030017190437785942
uce-7553,0.028412728213272172
uce-7558,0.038602050114532264
uce-7559,0.020750329902503337
uce-7566,0.016608092340662572
uce-7606,0.01834712888140272
uce-7610,0.023175464474105435
uce-7622,0.03834404917969266
uce-7632,0.027901173169099375
uce-7649,0.03942661163736743
uce-7656,0.04213674496853845
uce-7657,0.02623658206528517
uce-7668,0.05298961721809068
uce-7688,0.020105005482897263
uce-7699,0.019441851587088357
uce-7700,0.015303383307856617
uce-7716,0.0596970957652553
uce-7721,0.016216797848566646
uce-7727,0.02495898970302475
uce-773,0.02286905229706077
uce-7764,0.042382671780911686
uce-7774,0.03699213742865586
uce-7775,0.014285776280428293
uce-7776,0.009235574371580398
uce-778,0.027778726857726924
uce-7793,0.046487673019597046
uce-7799,0.030595824438858298
uce-783,0.009290006772398773
uce-7832,0.02527319508617102
uce-7833,0.016074404574024197
uce-7841,0.017777480388808307
uce-7848,0.012950962954220598
uce-7859,0.0318223174360466
uce-7865,0.04049350931620821
uce-7885,0.04071780955154923
uce-7888,0.04330085415043452
uce-7902,0.01654440419070259
uce-7903,0.03219507250978159
uce-791,0.019804680359918204
uce-7928,0.02696679008391071
uce-7940,0.022978641463820303
uce-7963,0.03412501246785839
uce-7965,0.015597636009063748
uce-7967,0.023635534805338653
uce-799,0.02594424500415774
uce-8017,0.02281994393985131
uce-8031,0.010391550537161702
uce-8034,0.02404965399336636
uce-8046,0.05337885669035851
uce-812,0.024473149592425112
uce-819,0.02700604222638051
uce-82,0.026715699237914683
uce-826,0.04067985491717159
uce-831,0.02034991821509191
uce-881,0.02163256242440606
uce-883,0.004701235087395991
uce-886,0.004201279741875111
uce-888,0.022008820637101256
uce-899,0.017074995370630973
uce-90,0.019194889524041282
uce-906,0.01463535511750907
uce-912,0.02429754209552646
uce-937,0.014048104929307878
uce-939,0.008941239857726513
uce-991,0.021195590090461243
uce-998,0.011623832454456124
